Date,Symbol,FTD,Price,FTD x $,T+35 Date
2021/09/22,AAL,8558.0,19.76,169106.0,2021/10/27
2021/09/21,AAL,1643.0,20.33,33402.0,2021/10/26
2021/09/20,AAL,9849.0,19.73,194320.0,2021/10/25
2021/09/17,AAL,51381.0,19.89,1021968.0,2021/10/22
2021/09/16,AAL,3591.0,19.38,69593.0,2021/10/21
2021/09/15,AAL,677.0,19.21,13005.0,2021/10/20
,,,,,
2021/09/30,XOS,1754571.0,4.67,8193846.0,2021/11/04
2021/09/29,XOS,1762542.0,5.03,8865586.0,2021/11/03
2021/09/28,XOS,1640205.0,5.45,8939117.0,2021/11/02
2021/09/27,XOS,4580.0,5.56,25464.0,2021/11/01
2021/09/24,XOS,33695.0,7.08,238560.0,2021/10/29
2021/09/23,XOS,111673.0,7.35,820796.0,2021/10/28
2021/09/22,XOS,253713.0,7.15,1814047.0,2021/10/27
2021/09/21,XOS,548815.0,6.96,3819752.0,2021/10/26
2021/09/20,XOS,177311.0,7.52,1333378.0,2021/10/25
2021/09/17,XOS,110018.0,6.79,747022.0,2021/10/22
2021/09/16,XOS,59805.0,6.16,368398.0,2021/10/21
2021/09/15,XOS,443.0,6.28,2782.0,2021/10/20
,,,,,
2021/09/30,DXJ,73697.0,64.4,4746086.0,2021/11/04
2021/09/29,DXJ,38242.0,64.11,2451694.0,2021/11/03
2021/09/28,DXJ,79369.0,64.98,5157397.0,2021/11/02
2021/09/27,DXJ,457551.0,64.66,29585247.0,2021/11/01
2021/09/24,DXJ,411246.0,64.52,26533591.0,2021/10/29
2021/09/23,DXJ,325250.0,63.92,20789980.0,2021/10/28
2021/09/22,DXJ,682852.0,64.07,43750327.0,2021/10/27
2021/09/21,DXJ,521226.0,63.69,33196883.0,2021/10/26
2021/09/20,DXJ,570054.0,64.8,36939499.0,2021/10/25
2021/09/17,DXJ,115767.0,65.13,7539904.0,2021/10/22
2021/09/16,DXJ,113322.0,65.0,7365930.0,2021/10/21
2021/09/15,DXJ,92520.0,64.6,5976791.0,2021/10/20
,,,,,
2021/09/23,ITMR,27.0,30.27,817.0,2021/10/28
2021/09/22,ITMR,45.0,30.21,1359.0,2021/10/27
2021/09/21,ITMR,155876.0,30.2,4707455.0,2021/10/26
2021/09/20,ITMR,155314.0,30.3,4706014.0,2021/10/25
2021/09/17,ITMR,514350.0,30.3,15584805.0,2021/10/22
2021/09/16,ITMR,561776.0,30.32,17033048.0,2021/10/21
2021/09/15,ITMR,514885.0,30.4,15652504.0,2021/10/20
,,,,,
2021/09/30,KRE,172963.0,68.61,11866991.0,2021/11/04
2021/09/29,KRE,80100.0,67.87,5436387.0,2021/11/03
2021/09/28,KRE,39725.0,68.38,2716395.0,2021/11/02
2021/09/27,KRE,16151.0,65.91,1064512.0,2021/11/01
2021/09/24,KRE,608.0,65.23,39659.0,2021/10/29
2021/09/22,KRE,18845.0,61.79,1164432.0,2021/10/27
2021/09/21,KRE,232513.0,61.92,14397204.0,2021/10/26
2021/09/20,KRE,627294.0,63.84,40046448.0,2021/10/25
2021/09/17,KRE,198643.0,63.76,12665477.0,2021/10/22
2021/09/16,KRE,1174704.0,63.91,75075332.0,2021/10/21
2021/09/15,KRE,1274038.0,62.88,80111509.0,2021/10/20
,,,,,
2021/09/30,DIDI,3045.0,7.78,23690.0,2021/11/04
2021/09/29,DIDI,134432.0,7.98,1072767.0,2021/11/03
2021/09/28,DIDI,86107.0,8.24,709521.0,2021/11/02
2021/09/27,DIDI,217249.0,7.96,1729302.0,2021/11/01
2021/09/24,DIDI,293768.0,8.18,2403022.0,2021/10/29
2021/09/23,DIDI,838575.0,7.96,6675057.0,2021/10/28
2021/09/22,DIDI,1430863.0,7.61,10888867.0,2021/10/27
2021/09/21,DIDI,1143491.0,7.75,8862055.0,2021/10/26
2021/09/20,DIDI,69155.0,8.3,573986.0,2021/10/25
2021/09/17,DIDI,124824.0,8.17,1019812.0,2021/10/22
2021/09/16,DIDI,261107.0,8.28,2161965.0,2021/10/21
2021/09/15,DIDI,69482.0,8.45,587122.0,2021/10/20
,,,,,
2021/09/30,BTCM,88268.0,7.61,671719.0,2021/11/04
2021/09/29,BTCM,127110.0,8.29,1053741.0,2021/11/03
2021/09/28,BTCM,38141.0,9.15,348990.0,2021/11/02
2021/09/27,BTCM,71995.0,9.21,663073.0,2021/11/01
2021/09/24,BTCM,140507.0,10.22,1435981.0,2021/10/29
2021/09/23,BTCM,555444.0,9.71,5393361.0,2021/10/28
2021/09/22,BTCM,566062.0,9.51,5383249.0,2021/10/27
2021/09/21,BTCM,723924.0,9.87,7145129.0,2021/10/26
2021/09/20,BTCM,405082.0,11.06,4480206.0,2021/10/25
2021/09/17,BTCM,374430.0,10.91,4085031.0,2021/10/22
2021/09/16,BTCM,286003.0,11.21,3206093.0,2021/10/21
2021/09/15,BTCM,233081.0,10.13,2361110.0,2021/10/20
,,,,,
2021/09/30,ATER,788588.0,9.96,7854336.0,2021/11/04
2021/09/29,ATER,384272.0,11.37,4369172.0,2021/11/03
2021/09/28,ATER,94204.0,12.45,1172839.0,2021/11/02
2021/09/27,ATER,314199.0,12.96,4072019.0,2021/11/01
2021/09/24,ATER,524814.0,12.0,6297768.0,2021/10/29
2021/09/23,ATER,362019.0,16.72,6052957.0,2021/10/28
2021/09/22,ATER,233491.0,13.0,3035383.0,2021/10/27
2021/09/21,ATER,247058.0,11.73,2897990.0,2021/10/26
2021/09/20,ATER,217183.0,11.06,2402043.0,2021/10/25
2021/09/17,ATER,206957.0,9.96,2061291.0,2021/10/22
2021/09/16,ATER,604421.0,11.25,6799736.0,2021/10/21
2021/09/15,ATER,447285.0,10.96,4902243.0,2021/10/20
,,,,,
2021/09/30,SKLZ,125984.0,9.97,1256060.0,2021/11/04
2021/09/29,SKLZ,103608.0,10.6,1098244.0,2021/11/03
2021/09/28,SKLZ,154229.0,11.42,1761295.0,2021/11/02
2021/09/27,SKLZ,392115.0,11.37,4458347.0,2021/11/01
2021/09/24,SKLZ,93398.0,11.39,1063803.0,2021/10/29
2021/09/23,SKLZ,20260.0,11.24,227722.0,2021/10/28
2021/09/22,SKLZ,1345598.0,10.56,14209514.0,2021/10/27
2021/09/21,SKLZ,1377393.0,10.45,14393756.0,2021/10/26
2021/09/20,SKLZ,1124121.0,11.01,12376572.0,2021/10/25
2021/09/17,SKLZ,310101.0,10.94,3392504.0,2021/10/22
2021/09/16,SKLZ,969.0,11.14,10794.0,2021/10/21
2021/09/15,SKLZ,197974.0,10.89,2155936.0,2021/10/20
,,,,,
2021/09/30,OPAD,113400.0,8.9,1009260.0,2021/11/04
2021/09/29,OPAD,149430.0,9.81,1465908.0,2021/11/03
2021/09/28,OPAD,194964.0,10.1,1969136.0,2021/11/02
2021/09/27,OPAD,204797.0,10.41,2131936.0,2021/11/01
2021/09/24,OPAD,272411.0,10.27,2797660.0,2021/10/29
2021/09/23,OPAD,222609.0,10.93,2433116.0,2021/10/28
2021/09/22,OPAD,389987.0,12.47,4863137.0,2021/10/27
2021/09/21,OPAD,656233.0,12.71,8340721.0,2021/10/26
2021/09/20,OPAD,1186931.0,13.63,16177869.0,2021/10/25
2021/09/17,OPAD,246525.0,19.97,4923104.0,2021/10/22
2021/09/16,OPAD,390990.0,12.58,4918654.0,2021/10/21
2021/09/15,OPAD,541627.0,11.06,5990394.0,2021/10/20
,,,,,
2021/09/27,IPHA,16337.0,6.7,109457.0,2021/11/01
2021/09/24,IPHA,78911.0,7.0,552377.0,2021/10/29
2021/09/23,IPHA,613945.0,7.2,4420404.0,2021/10/28
2021/09/22,IPHA,565487.0,7.49,4235497.0,2021/10/27
2021/09/21,IPHA,1179213.0,8.05,9492664.0,2021/10/26
2021/09/20,IPHA,1229.0,8.1,9954.0,2021/10/25
2021/09/17,IPHA,18344.0,5.75,105478.0,2021/10/22
2021/09/16,IPHA,1290.0,5.58,7198.0,2021/10/21
2021/09/15,IPHA,22860.0,5.47,125044.0,2021/10/20
,,,,,
